코드,관광지명,필드,변경전,변경후,규칙,사유,단계,근거출처,비고,개최월,_2026일정,확정도,추천대상,근거,제외사유
P831,서귀포 치유의 숲,시각_근거,점자 안내판 + 음성안내 · 한국관광공사 열린관광지 지정,"점자 안내판 + 음성안내 병기(오감 p.7, 8곳 중 유일). 산록남로 2271",,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),점자안내판 및 음성안내 명시(오감 p.7) — 유일 음성안내 병기,,,,,,
P1027,제주특별자치도립미술관,신규등재,,등재,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),오감 다유형 목록 매칭 미등재분,,,,,,
P1028,제주삼양동유적,신규등재,,등재,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),오감 다유형 목록 매칭 미등재분,,,,,,
P1029,제주해녀박물관,신규등재,,등재,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),오감 다유형 목록 매칭 미등재분,,,,,,
P158,제주목관아,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(1.제주목관아). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P158,제주목관아,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P169,김만덕기념관,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(3.김만덕기념관). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P169,김만덕기념관,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P530,제주항일기념관,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(4.제주항일기념관). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P530,제주항일기념관,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P062,제주돌문화공원,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(6.제주돌문화공원). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P062,제주돌문화공원,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P695,제주세계자연유산센터,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(7.제주세계자연유산센터). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P695,제주세계자연유산센터,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P522,만장굴,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(8.만장굴). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P522,만장굴,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P016,비자림,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(9.비자림). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P016,비자림,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P005,성산일출봉,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(11.성산일출봉). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P005,성산일출봉,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P037,정방폭포,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(12.정방폭포). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P037,정방폭포,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P365,서복전시관,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(13.서복전시관). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P365,서복전시관,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P134,이중섭미술관,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(14.이중섭미술관). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P134,이중섭미술관,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P024,천지연폭포,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(15.천지연폭포). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P024,천지연폭포,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P512,기당미술관,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(16.기당미술관). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P512,기당미술관,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P273,제주국제평화센터,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(17.제주국제평화센터). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P273,제주국제평화센터,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P444,제주추사관,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(18.제주추사관). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P444,제주추사관,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P831,서귀포 치유의 숲,청각_근거,"수어해설 영상 — 「탐나는수어」 앱(제주수어통역센터 2023.1) QR·AR 인식, 현장 QR 탑재 확인",탐나는수어 앱 수어해설 21곳(19.서귀포치유의숲). 현장 QR·AR 수어영상,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P831,서귀포 치유의 숲,청각_보조수단,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),탐나는수어 앱 수어해설 관광지(오감 p.11),,,,,,
P006,협재해수욕장,이동_근거,,"해변 오른쪽 끝 휠체어 백사장·바다 진입로 마련(모래 빠짐 방지), 오감 p.18",,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),지체장애 추천코스 — 휠체어 백사장 진입로 명시(오감 p.18),,,,,,
P006,협재해수욕장,mobilityCaveat,,백사장 진입로는 해변 우측 끝에 위치,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),지체장애 추천코스 — 휠체어 백사장 진입로 명시(오감 p.18),,,,,,
P339,월령선인장군락지,이동_근거,,해안가 데크길 조성으로 휠체어 바다산책 적합. 단 일부 급경사로 동행자 도움 필요(오감 p.17),,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),지체장애 추천코스 — 해안 데크길 휠체어 적합(오감 p.17),,,,,,
P339,월령선인장군락지,mobilityCaveat,,산책길 일부 급경사 구간 — 동행자 도움 필요,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),지체장애 추천코스 — 해안 데크길 휠체어 적합(오감 p.17),,,,,,
P815,제주월령리선인장군락,이동_근거,,해안가 데크길 조성으로 휠체어 바다산책 적합. 단 일부 급경사로 동행자 도움 필요(오감 p.17),,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),지체장애 추천코스 — 해안 데크길 휠체어 적합(오감 p.17),,,,,,
P815,제주월령리선인장군락,mobilityCaveat,,산책길 일부 급경사 구간 — 동행자 도움 필요,,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),지체장애 추천코스 — 해안 데크길 휠체어 적합(오감 p.17),,,,,,
P013,한라산둘레길사려니숲길,이동_근거,,"붉은오름 입구 무장애나눔길: 경사 완만·폭 넓음, 1km+ 무장애숲길(오감 p.18)",,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),지체장애 추천코스 — 무장애나눔길 1km(오감 p.18),,,,,,
P041,아르떼뮤지엄제주,mobilityCaveat,,"입구 경사로·내부 무단차이나 일부 전시장 휠체어·유아차 진입 불가, 혼잡시간 이동 불편(오감 p.19)",,,FIX23,제주관광공사 「오감으로 즐기는 제주」 무장애관광 안내책자(2023.12.22),지체장애 추천 — 경사로·무단차이나 일부 전시장 진입불가(오감 p.19),,,,,,
P319,제주올레 1코스,wheelchairSection,,종달리 옛 소금밭~성산갑문 입구,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,wheelchairSectionDist,,4.6km,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,wheelchairDifficulty,,중,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,vehicleAccessible,,가능,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,disabledToiletOnRoute,,경로상 없음,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,companionRequired,,불필요,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,wheelchairCaveat,,전구간 포장·평지. 배수로/횡단보도/노면깨짐 4개 지점 주의. 오조해녀의집 경사 12도,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,이동_근거,,"올레 휠체어 구간(종달리 옛 소금밭~성산갑문 입구, 4.6km, 난이도 중): 전구간 포장·평지. 배수로/횡단보도/노면깨짐 4개 지점 주의. 오조해녀의집 경사 12도",,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,시각_접근,UNKNOWN,PARTIAL,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,시각_근거,,제주올레 오디오가이드 전 코스 제공(코스별 음성 설명),,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,시각_보조수단,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,제주올레 오디오가이드(jejuolle.org) + 휠내비길,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,외부검증여부,,검증완료(2026-07) — 이지제주올레 휠체어 구간 조사 대조,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,무장애정보_출처,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,무장애정보_기준일,2024~2026 (주 조사 2026-06),2022-07,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,무장애정보_확인처,https://easyjeju.net,jejuolle.org / easyjeju.net,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P319,제주올레 1코스,정정이력,,nan | FIX24: 올레 휠체어 구간 실측 반영,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 종달리 옛 소금밭~성산갑문 입구 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,wheelchairSection,,해비치호텔&리조트~가마리개 쉼터,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,wheelchairSectionDist,,4.8km,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,wheelchairDifficulty,,중,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,vehicleAccessible,,가능,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,disabledToiletOnRoute,,해양수산연구원 내,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,companionRequired,,불필요,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,wheelchairCaveat,,경사구간 없는 평지·연석 보차구분으로 안전. 종점 포구 경사 4-5도. 등대길 경사 11-14도 우회,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,이동_근거,,"올레 휠체어 구간(해비치호텔&리조트~가마리개 쉼터, 4.8km, 난이도 중): 경사구간 없는 평지·연석 보차구분으로 안전. 종점 포구 경사 4-5도. 등대길 경사 11-14도 우회",,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,시각_접근,UNKNOWN,PARTIAL,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,시각_근거,,제주올레 오디오가이드 전 코스 제공(코스별 음성 설명),,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,시각_보조수단,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,제주올레 오디오가이드(jejuolle.org) + 휠내비길,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,외부검증여부,,검증완료(2026-07) — 이지제주올레 휠체어 구간 조사 대조,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,무장애정보_출처,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,무장애정보_기준일,2024~2026 (주 조사 2026-06),2022-07,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,무장애정보_확인처,https://easyjeju.net,jejuolle.org / easyjeju.net,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P624,제주올레 4코스,정정이력,,nan | FIX24: 올레 휠체어 구간 실측 반영,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 해비치호텔&리조트~가마리개 쉼터 휠체어 구간 조사 반영,,,,,,
P329,제주올레 5코스,이동_접근,PARTIAL,NONE,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 국립수산과학원~위미항 휠체어 구간 조사 반영,,,,,,
P329,제주올레 5코스,무장애여부_정규화,PARTIAL,NONE,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 국립수산과학원~위미항 휠체어 구간 조사 반영,,,,,,
P329,제주올레 5코스,wheelchairSection,,국립수산과학원~위미항,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 국립수산과학원~위미항 휠체어 구간 조사 반영,,,,,,
P329,제주올레 5코스,wheelchairSectionDist,,2.7km,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 국립수산과학원~위미항 휠체어 구간 조사 반영,,,,,,
P329,제주올레 5코스,wheelchairDifficulty,,상,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 국립수산과학원~위미항 휠체어 구간 조사 반영,,,,,,
P329,제주올레 5코스,vehicleAccessible,,가능,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 국립수산과학원~위미항 휠체어 구간 조사 반영,,,,,,
P329,제주올레 5코스,disabledToiletOnRoute,,장애인화장실 없음,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 국립수산과학원~위미항 휠체어 구간 조사 반영,,,,,,
P329,제주올레 5코스,companionRequired,,필요,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 국립수산과학원~위미항 휠체어 구간 조사 반영,,,,,,
P329,제주올레 5코스,wheelchairCaveat,,4-10도 오르막/내리막 경사 5개 구간. 위미2리 포구서 우회. 노면 깨짐 다수. 동행자 도움 필수,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 국립수산과학원~위미항 휠체어 구간 조사 반영,,,,,,
P329,제주올레 5코스,이동_근거,,"올레 휠체어 구간(국립수산과학원~위미항, 2.7km, 난이도 상): 4-10도 오르막/내리막 경사 5개 구간. 위미2리 포구서 우회. 노면 깨짐 다수. 동행자 도움 필수",,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 국립수산과학원~위미항 휠체어 구간 조사 반영,,,,,,
P329,제주올레 5코스,시각_접근,UNKNOWN,PARTIAL,,,FIX24,"이지제주올레(제주올레×관광약자접근성안내센터, 재발행 2022.07) 휠체어 구간 조사",올레 국립수산과학원~위미항 휠체어 구간 조사 반영,,,,,,
